"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"118","2015","7","Maharashtra","Nagpur","986.4","159.4","33.8","99.1","36.9","55.3","21.4","19.8","553.2","649.8","117.46"
"118","2016","7","Maharashtra","Nagpur","986.4","155.2","33.3","99.7","33.9","55.5","21.3","19.8","560.0","658.8","117.64"
"118","2017","7","Maharashtra","Nagpur","986.4","155.0","33.3","99.7","33.7","55.9","21.3","20.9","558.7","655.5","117.33"
"119","2008","7","Maharashtra","Bhandara","927.9","269.5","18.1","90.4","28.5","128.3","7.5","15.6","361.5","424.8","117.51"
"119","2009","7","Maharashtra","Bhandara","927.9","269.3","18.2","90.7","28.3","128.4","7.4","15.3","361.0","464.4","128.64"
"119","2010","7","Maharashtra","Bhandara","927.9","269.6","18.0","90.8","28.3","127.9","7.5","14.2","362.4","475.2","131.13"
"119","2011","7","Maharashtra","Bhandara","927.9","269.6","18.0","90.8","28.3","128.3","7.4","14.2","361.6","428.3","118.45"
"119","2012","7","Maharashtra","Bhandara","927.9","269.6","18.0","89.7","28.3","130.1","7.4","14.2","360.8","494.0","136.92"
"119","2013","7","Maharashtra","Bhandara","927.9","269.3","17.8","92.0","27.6","130.1","7.2","13.9","360.3","496.3","137.75"
"119","2014","7","Maharashtra","Bhandara","928.1","269.3","17.8","92.9","28.0","130.1","7.3","14.3","358.7","493.0","137.44"
"119","2015","7","Maharashtra","Bhandara","927.9","269.3","17.8","93.0","28.0","130.2","6.9","14.3","358.9","493.6","137.53"
"119","2016","7","Maharashtra","Bhandara","927.9","269.3","17.8","93.0","28.0","130.2","6.5","14.4","359.3","501.7","139.63"
"119","2017","7","Maharashtra","Bhandara","927.9","269.2","17.7","93.0","28.2","130.4","5.7","16.3","357.6","484.0","135.35"
"120","2008","7","Maharashtra","Chandrapur","2583.4","1488.4","40.3","164.5","58.3","107.4","20.6","61.8","628.0","733.3","116.77"
"120","2009","7","Maharashtra","Chandrapur","2583.4","1488.6","40.2","164.9","58.0","106.6","23.4","64.1","623.3","717.7","115.15"
"120","2010","7","Maharashtra","Chandrapur","2583.4","1488.6","40.2","165.4","57.5","106.8","22.6","62.6","626.0","729.6","116.55"
"120","2011","7","Maharashtra","Chandrapur","2583.4","1488.6","40.2","167.5","58.8","106.3","21.7","61.2","626.0","687.2","109.78"
"120","2012","7","Maharashtra","Chandrapur","2583.4","1488.6","40.4","169.4","58.7","105.0","22.0","60.5","625.6","748.9","119.71"
"120","2013","7","Maharashtra","Chandrapur","2583.4","1484.3","40.3","168.6","58.7","104.8","21.4","61.0","630.5","749.3","118.84"
"120","2014","7","Maharashtra","Chandrapur","2583.4","1484.7","39.8","168.3","58.7","104.8","20.1","61.3","632.6","747.0","118.08"
"120","2015","7","Maharashtra","Chandrapur","2583.4","1484.7","39.8","169.9","58.5","104.8","19.5","62.9","630.1","744.6","118.17"
"120","2016","7","Maharashtra","Chandrapur","2583.4","1484.6","39.8","170.0","58.8","104.8","19.1","60.0","633.1","756.4","119.48"
"120","2017","7","Maharashtra","Chandrapur","2583.4","1486.5","39.7","169.7","58.2","104.8","19.2","61.5","630.7","744.3","118.01"
