"Dist Code","Year","State Code","State Name","Dist Name","RICE HARVEST PRICE (Rs per Quintal)","PADDY HARVEST PRICE (Rs per Quintal)","WHEAT HARVEST PRICE (Rs per Quintal)","SORGHUM HARVEST PRICE (Rs per Quintal)","PEARL MILLET HARVEST PRICE (Rs per Quintal)","MAIZE HARVEST PRICE (Rs per Quintal)","FINGER MILLET HARVEST PRICE (Rs per Quintal)","BARLEY HARVEST PRICE (Rs per Quintal)","CHICKPEA HARVEST PRICE (Rs per Quintal)","PIGEONPEA HARVEST PRICE (Rs per Quintal)","GROUNDNUT HARVEST PRICE (Rs per Quintal)","SEASMUM HARVEST PRICE (Rs per Quintal)","RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal)","CASTOR HARVEST PRICE (Rs per Quintal)","LINSEED HARVEST PRICE (Rs per Quintal)","SUGARCANE GUR HARVEST PRICE (Rs per Quintal)","COTTON KAPAS HARVEST PRICE (Rs per Quintal)"
"107","2016","7","Maharashtra","Kolhapur","-1.0","1876.0","2803.0","2984.0","2031.0","1745.0","3527.0","-1.0","7422.0","6064.0","3250.0","5775.0","3800.0","-1.0","-1.0","-1.0","-1.0"
"108","2007","7","Maharashtra","Aurangabad","-1.0","600.0","1012.0","790.0","606.0","552.0","-1.0","-1.0","1571.0","2049.0","1511.0","-1.0","-1.0","1428.0","1391.0","-1.0","-1.0"
"108","2008","7","Maharashtra","Aurangabad","-1.0","867.0","1079.0","979.0","802.0","716.0","-1.0","-1.0","2000.0","2666.0","1800.0","5300.0","-1.0","2126.0","2848.0","-1.0","-1.0"
"108","2009","7","Maharashtra","Aurangabad","-1.0","1012.0","1222.0","972.0","855.0","802.0","-1.0","-1.0","1909.0","3638.0","1789.0","6451.0","-1.0","2192.0","2925.0","-1.0","-1.0"
"108","2010","7","Maharashtra","Aurangabad","-1.0","-1.0","1366.0","1162.0","944.0","855.0","-1.0","-1.0","1968.0","3640.0","2745.0","-1.0","-1.0","2610.0","-1.0","-1.0","-1.0"
"108","2011","7","Maharashtra","Aurangabad","-1.0","-1.0","1250.0","2214.0","1103.0","990.0","-1.0","-1.0","2466.0","2907.0","2871.0","-1.0","-1.0","3678.0","-1.0","-1.0","-1.0"
"108","2012","7","Maharashtra","Aurangabad","-1.0","-1.0","1488.0","1784.0","1262.0","1156.0","-1.0","-1.0","3667.0","3439.0","3833.0","-1.0","-1.0","2751.0","-1.0","-1.0","-1.0"
"108","2013","7","Maharashtra","Aurangabad","-1.0","-1.0","1814.0","1488.0","1387.0","1215.0","-1.0","-1.0","2960.0","3911.0","3891.0","11626.0","-1.0","2750.0","-1.0","-1.0","-1.0"
"108","2014","7","Maharashtra","Aurangabad","-1.0","-1.0","1579.0","1607.0","1352.0","1092.0","-1.0","-1.0","2628.0","4602.0","2733.0","-1.0","3469.0","3125.0","4500.0","-1.0","-1.0"
"108","2015","7","Maharashtra","Aurangabad","-1.0","-1.0","1644.0","1559.0","1412.0","1322.0","-1.0","-1.0","4068.0","7286.0","4490.0","8376.0","-1.0","2875.0","1590.0","-1.0","-1.0"
"108","2016","7","Maharashtra","Aurangabad","-1.0","-1.0","1749.0","1863.0","1358.0","1289.0","-1.0","-1.0","5406.0","3781.0","3573.0","5775.0","3400.0","3113.0","2892.0","-1.0","-1.0"
"109","2007","7","Maharashtra","Parbhani","-1.0","501.0","750.0","487.0","675.0","605.0","-1.0","-1.0","1582.0","1958.0","1541.0","2265.0","-1.0","1144.0","1310.0","-1.0","-1.0"
"109","2008","7","Maharashtra","Parbhani","-1.0","533.0","1102.0","880.0","730.0","689.0","-1.0","-1.0","2002.0","2700.0","2245.0","4907.0","-1.0","2000.0","2605.0","-1.0","-1.0"
"109","2009","7","Maharashtra","Parbhani","-1.0","594.0","1261.0","894.0","832.0","884.0","-1.0","-1.0","2046.0","3722.0","2239.0","5583.0","-1.0","2201.0","2616.0","-1.0","-1.0"
"109","2010","7","Maharashtra","Parbhani","-1.0","890.0","1418.0","1009.0","850.0","906.0","-1.0","-1.0","1876.0","3783.0","2599.0","-1.0","-1.0","2474.0","-1.0","-1.0","-1.0"
"109","2011","7","Maharashtra","Parbhani","-1.0","932.0","1364.0","1973.0","1165.0","1000.0","-1.0","-1.0","2327.0","3034.0","3030.0","-1.0","-1.0","3634.0","-1.0","-1.0","-1.0"
"109","2012","7","Maharashtra","Parbhani","-1.0","1123.0","1388.0","1548.0","1198.0","1000.0","-1.0","-1.0","3490.0","3348.0","3932.0","-1.0","-1.0","2775.0","-1.0","-1.0","-1.0"
"109","2013","7","Maharashtra","Parbhani","-1.0","913.0","1606.0","1413.0","1252.0","1201.0","-1.0","-1.0","2843.0","3854.0","3790.0","17000.0","-1.0","2701.0","4911.0","-1.0","-1.0"
"109","2014","7","Maharashtra","Parbhani","-1.0","921.0","1450.0","1301.0","748.0","1313.0","-1.0","-1.0","2447.0","4471.0","2520.0","9065.0","3643.0","3199.0","-1.0","-1.0","-1.0"
"109","2015","7","Maharashtra","Parbhani","-1.0","1051.0","1616.0","1453.0","1260.0","1350.0","-1.0","-1.0","4032.0","7347.0","4902.0","6558.0","3610.0","3156.0","4511.0","-1.0","-1.0"
"109","2016","7","Maharashtra","Parbhani","-1.0","4100.0","1697.0","1809.0","1329.0","2175.0","-1.0","-1.0","5071.0","3989.0","3920.0","4385.0","3455.0","3331.0","5334.0","-1.0","-1.0"
"110","2007","7","Maharashtra","Beed","-1.0","473.0","850.0","680.0","561.0","582.0","-1.0","-1.0","1528.0","1998.0","1560.0","2228.0","-1.0","1378.0","1367.0","-1.0","-1.0"
"110","2008","7","Maharashtra","Beed","-1.0","590.0","1108.0","1088.0","751.0","703.0","-1.0","-1.0","1933.0","2483.0","2015.0","5800.0","-1.0","2210.0","2743.0","-1.0","-1.0"
"110","2009","7","Maharashtra","Beed","-1.0","659.0","1137.0","1013.0","867.0","-1.0","-1.0","-1.0","1832.0","3536.0","1984.0","5790.0","-1.0","2143.0","2805.0","-1.0","-1.0"
"110","2010","7","Maharashtra","Beed","-1.0","890.0","1374.0","1067.0","883.0","846.0","-1.0","-1.0","1920.0","3596.0","2682.0","-1.0","-1.0","2563.0","-1.0","-1.0","-1.0"
"110","2011","7","Maharashtra","Beed","-1.0","932.0","1263.0","1979.0","1130.0","1046.0","-1.0","-1.0","2452.0","3357.0","3041.0","-1.0","-1.0","3672.0","-1.0","-1.0","-1.0"
"110","2012","7","Maharashtra","Beed","-1.0","1123.0","1511.0","1743.0","1281.0","1198.0","-1.0","-1.0","3735.0","3727.0","3947.0","-1.0","-1.0","2780.0","-1.0","-1.0","-1.0"
"110","2013","7","Maharashtra","Beed","-1.0","885.0","1845.0","1474.0","1342.0","1246.0","-1.0","-1.0","2881.0","3974.0","4006.0","11440.0","-1.0","2836.0","4950.0","-1.0","-1.0"
"110","2014","7","Maharashtra","Beed","-1.0","921.0","1552.0","1845.0","1466.0","1256.0","-1.0","-1.0","2479.0","4623.0","3179.0","10327.0","3602.0","3146.0","4500.0","-1.0","-1.0"
"110","2015","7","Maharashtra","Beed","-1.0","1051.0","1839.0","1894.0","1510.0","1391.0","-1.0","-1.0","4121.0","7431.0","4206.0","6963.0","3606.0","2992.0","1750.0","-1.0","-1.0"
"110","2016","7","Maharashtra","Beed","-1.0","1875.0","1764.0","1865.0","1355.0","1279.0","-1.0","-1.0","5254.0","4036.0","3420.0","5356.0","3400.0","3241.0","2892.0","-1.0","-1.0"
"111","2007","7","Maharashtra","Nanded","-1.0","505.0","820.0","553.0","-1.0","560.0","-1.0","-1.0","1527.0","1863.0","1565.0","2311.0","-1.0","1285.0","1280.0","-1.0","-1.0"
"111","2008","7","Maharashtra","Nanded","-1.0","584.0","1180.0","724.0","913.0","820.0","-1.0","-1.0","1988.0","2750.0","2500.0","5166.0","-1.0","2070.0","2822.0","-1.0","-1.0"
"111","2009","7","Maharashtra","Nanded","-1.0","677.0","1206.0","885.0","970.0","840.0","-1.0","-1.0","2002.0","3798.0","2478.0","5203.0","-1.0","2052.0","2826.0","-1.0","-1.0"
"111","2010","7","Maharashtra","Nanded","-1.0","890.0","1264.0","815.0","902.0","906.0","-1.0","-1.0","1923.0","3825.0","2856.0","-1.0","-1.0","2440.0","-1.0","-1.0","-1.0"
"111","2011","7","Maharashtra","Nanded","-1.0","932.0","1141.0","1071.0","1053.0","1045.0","-1.0","-1.0","2338.0","2979.0","3401.0","-1.0","-1.0","3634.0","-1.0","-1.0","-1.0"
"111","2012","7","Maharashtra","Nanded","-1.0","1123.0","1315.0","1121.0","1144.0","1098.0","-1.0","-1.0","3599.0","3417.0","4079.0","-1.0","-1.0","2751.0","-1.0","-1.0","-1.0"
"111","2013","7","Maharashtra","Nanded","-1.0","713.0","1521.0","1252.0","1213.0","1208.0","-1.0","-1.0","2919.0","3941.0","3781.0","9325.0","-1.0","2737.0","-1.0","-1.0","-1.0"
"111","2014","7","Maharashtra","Nanded","-1.0","921.0","1491.0","1357.0","1339.0","1611.0","-1.0","-1.0","2589.0","4632.0","3233.0","8961.0","3607.0","3199.0","4450.0","-1.0","-1.0"
"111","2015","7","Maharashtra","Nanded","-1.0","1181.0","1513.0","1339.0","1450.0","1393.0","-1.0","-1.0","4124.0","8028.0","5024.0","6990.0","3505.0","2800.0","4511.0","-1.0","-1.0"
"111","2016","7","Maharashtra","Nanded","-1.0","4100.0","1626.0","1419.0","1329.0","1321.0","-1.0","-1.0","5312.0","4044.0","3777.0","5692.0","3551.0","3587.0","5334.0","-1.0","-1.0"
"112","2007","7","Maharashtra","Osmanabad","-1.0","504.0","860.0","615.0","558.0","502.0","-1.0","-1.0","1531.0","1919.0","1446.0","2340.0","-1.0","-1.0","1369.0","-1.0","-1.0"
"112","2008","7","Maharashtra","Osmanabad","-1.0","619.0","1112.0","809.0","720.0","748.0","-1.0","-1.0","1968.0","2709.0","1882.0","4578.0","-1.0","2185.0","2792.0","-1.0","-1.0"
"112","2009","7","Maharashtra","Osmanabad","-1.0","709.0","1298.0","966.0","806.0","802.0","-1.0","-1.0","2072.0","3737.0","2023.0","4953.0","-1.0","2214.0","2850.0","-1.0","-1.0"
"112","2010","7","Maharashtra","Osmanabad","-1.0","890.0","1521.0","1004.0","800.0","843.0","-1.0","-1.0","1905.0","3659.0","2762.0","-1.0","-1.0","2598.0","-1.0","-1.0","-1.0"
"112","2011","7","Maharashtra","Osmanabad","-1.0","932.0","1326.0","1754.0","988.0","1007.0","-1.0","-1.0","2469.0","3141.0","2811.0","-1.0","-1.0","3662.0","-1.0","-1.0","-1.0"
"112","2012","7","Maharashtra","Osmanabad","-1.0","1123.0","1599.0","1497.0","1122.0","1162.0","-1.0","-1.0","3704.0","3533.0","3836.0","-1.0","-1.0","2804.0","-1.0","-1.0","-1.0"
"112","2013","7","Maharashtra","Osmanabad","-1.0","866.0","2197.0","1354.0","1283.0","1182.0","-1.0","-1.0","2777.0","3981.0","3210.0","11467.0","-1.0","3028.0","4940.0","-1.0","-1.0"
"112","2014","7","Maharashtra","Osmanabad","-1.0","888.0","1722.0","1523.0","1380.0","1151.0","-1.0","-1.0","2754.0","4702.0","3103.0","9160.0","3592.0","3220.0","4434.0","-1.0","-1.0"
"112","2015","7","Maharashtra","Osmanabad","-1.0","1040.0","2199.0","1855.0","1474.0","1397.0","-1.0","-1.0","4200.0","7989.0","3094.0","6983.0","3605.0","3278.0","4404.0","-1.0","-1.0"
"112","2016","7","Maharashtra","Osmanabad","-1.0","655.0","2114.0","1879.0","1238.0","1328.0","-1.0","-1.0","5538.0","4477.0","2790.0","4878.0","3665.0","3612.0","5334.0","-1.0","-1.0"
"113","2007","7","Maharashtra","Buldhana","-1.0","-1.0","835.0","552.0","545.0","518.0","-1.0","-1.0","1510.0","1851.0","1461.0","1546.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"113","2008","7","Maharashtra","Buldhana","-1.0","867.0","1180.0","668.0","676.0","660.0","-1.0","-1.0","1951.0","2572.0","2213.0","5146.0","-1.0","2021.0","-1.0","-1.0","-1.0"
"113","2009","7","Maharashtra","Buldhana","-1.0","1012.0","1196.0","764.0","879.0","830.0","-1.0","-1.0","1901.0","3637.0","2337.0","4921.0","-1.0","2052.0","-1.0","-1.0","-1.0"
"113","2010","7","Maharashtra","Buldhana","-1.0","-1.0","1296.0","848.0","1173.0","825.0","-1.0","-1.0","1945.0","3572.0","2738.0","-1.0","-1.0","2075.0","-1.0","-1.0","-1.0"
"113","2011","7","Maharashtra","Buldhana","-1.0","-1.0","1185.0","1141.0","919.0","952.0","-1.0","-1.0","2434.0","3013.0","3174.0","-1.0","-1.0","3362.0","-1.0","-1.0","-1.0"
"113","2012","7","Maharashtra","Buldhana","-1.0","-1.0","1338.0","1181.0","1105.0","1081.0","-1.0","-1.0","3700.0","3423.0","4015.0","-1.0","-1.0","2520.0","-1.0","-1.0","-1.0"
"113","2013","7","Maharashtra","Buldhana","-1.0","-1.0","1565.0","1306.0","1164.0","1109.0","-1.0","-1.0","2653.0","3802.0","3515.0","9735.0","-1.0","2658.0","-1.0","-1.0","-1.0"
"113","2014","7","Maharashtra","Buldhana","-1.0","-1.0","1452.0","1226.0","1177.0","1081.0","-1.0","-1.0","2587.0","4586.0","3154.0","9065.0","3078.0","2100.0","-1.0","-1.0","-1.0"
"113","2015","7","Maharashtra","Buldhana","-1.0","1267.0","1529.0","1255.0","1323.0","1227.0","-1.0","-1.0","4141.0","7703.0","4644.0","6483.0","3246.0","-1.0","-1.0","-1.0","-1.0"
"113","2016","7","Maharashtra","Buldhana","-1.0","2045.0","1727.0","1446.0","1342.0","1262.0","-1.0","-1.0","5668.0","4264.0","3317.0","5336.0","3458.0","2663.0","-1.0","-1.0","-1.0"
"114","2007","7","Maharashtra","Akola","-1.0","-1.0","858.0","557.0","777.0","535.0","-1.0","-1.0","1480.0","1784.0","1213.0","1633.0","-1.0","1096.0","-1.0","-1.0","-1.0"
"114","2008","7","Maharashtra","Akola","-1.0","867.0","1074.0","678.0","780.0","615.0","-1.0","-1.0","2150.0","2665.0","2345.0","5201.0","-1.0","1962.0","-1.0","-1.0","-1.0"
"114","2009","7","Maharashtra","Akola","-1.0","1012.0","1190.0","791.0","992.0","861.0","-1.0","-1.0","2267.0","4140.0","2210.0","5402.0","-1.0","2075.0","-1.0","-1.0","-1.0"
"114","2010","7","Maharashtra","Akola","-1.0","-1.0","1270.0","800.0","1205.0","930.0","-1.0","-1.0","2051.0","3697.0","2938.0","-1.0","-1.0","2075.0","-1.0","-1.0","-1.0"
"114","2011","7","Maharashtra","Akola","-1.0","-1.0","1192.0","1041.0","1408.0","993.0","-1.0","-1.0","2590.0","3136.0","3378.0","-1.0","-1.0","3362.0","-1.0","-1.0","-1.0"
"114","2012","7","Maharashtra","Akola","-1.0","-1.0","1342.0","1134.0","1490.0","1234.0","-1.0","-1.0","3885.0","3640.0","4268.0","-1.0","-1.0","2520.0","-1.0","-1.0","-1.0"
"114","2013","7","Maharashtra","Akola","-1.0","-1.0","1525.0","1149.0","1625.0","1065.0","-1.0","-1.0","2821.0","3897.0","3316.0","10910.0","-1.0","2633.0","-1.0","-1.0","-1.0"
"114","2014","7","Maharashtra","Akola","-1.0","-1.0","1470.0","1318.0","1425.0","1275.0","-1.0","-1.0","2810.0","4708.0","3074.0","6300.0","-1.0","2590.0","-1.0","-1.0","-1.0"
"114","2015","7","Maharashtra","Akola","-1.0","-1.0","1510.0","1324.0","1574.0","1304.0","-1.0","-1.0","4269.0","7884.0","4644.0","6274.0","3056.0","3134.0","-1.0","-1.0","-1.0"
"114","2016","7","Maharashtra","Akola","-1.0","-1.0","1885.0","1486.0","1804.0","1347.0","-1.0","-1.0","6235.0","4417.0","3069.0","5846.0","3200.0","-1.0","-1.0","-1.0","-1.0"
"115","2007","7","Maharashtra","Amarawati","-1.0","507.0","882.0","615.0","720.0","575.0","-1.0","-1.0","1515.0","1935.0","1504.0","1860.0","-1.0","1244.0","-1.0","-1.0","-1.0"
"115","2008","7","Maharashtra","Amarawati","-1.0","714.0","1082.0","718.0","846.0","759.0","-1.0","-1.0","2050.0","2711.0","2055.0","4830.0","-1.0","2072.0","-1.0","-1.0","-1.0"
"115","2009","7","Maharashtra","Amarawati","-1.0","915.0","1193.0","856.0","1027.0","854.0","-1.0","-1.0","2030.0","4066.0","2259.0","5007.0","-1.0","2023.0","-1.0","-1.0","-1.0"
"115","2010","7","Maharashtra","Amarawati","-1.0","889.0","1328.0","855.0","1094.0","896.0","-1.0","-1.0","2053.0","3752.0","2738.0","-1.0","-1.0","2042.0","-1.0","-1.0","-1.0"
"115","2011","7","Maharashtra","Amarawati","-1.0","896.0","1193.0","1081.0","1364.0","970.0","-1.0","-1.0","2607.0","3134.0","3239.0","-1.0","-1.0","2769.0","-1.0","-1.0","-1.0"
"115","2012","7","Maharashtra","Amarawati","-1.0","894.0","1314.0","1142.0","1564.0","1207.0","-1.0","-1.0","3950.0","3695.0","4160.0","-1.0","-1.0","3375.0","-1.0","-1.0","-1.0"
"115","2013","7","Maharashtra","Amarawati","-1.0","912.0","1565.0","1262.0","1631.0","1299.0","-1.0","-1.0","2892.0","4092.0","3612.0","8052.0","-1.0","2600.0","4075.0","-1.0","-1.0"
"115","2014","7","Maharashtra","Amarawati","-1.0","1299.0","1571.0","1496.0","1869.0","1282.0","-1.0","-1.0","2677.0","4844.0","3219.0","8759.0","2962.0","3080.0","-1.0","-1.0","-1.0"
"115","2015","7","Maharashtra","Amarawati","-1.0","1267.0","1569.0","1446.0","1666.0","1335.0","-1.0","-1.0","4339.0","8038.0","4703.0","8127.0","3190.0","-1.0","-1.0","-1.0","-1.0"
"115","2016","7","Maharashtra","Amarawati","-1.0","2045.0","1801.0","1547.0","1933.0","1317.0","-1.0","-1.0","5925.0","4438.0","3654.0","6373.0","3275.0","-1.0","-1.0","-1.0","-1.0"
"116","2007","7","Maharashtra","Yeotmal","-1.0","560.0","755.0","578.0","690.0","395.0","-1.0","-1.0","1468.0","1824.0","1538.0","1735.0","-1.0","-1.0","1228.0","-1.0","-1.0"
"116","2008","7","Maharashtra","Yeotmal","-1.0","585.0","1070.0","674.0","667.0","618.0","-1.0","-1.0","2055.0","2738.0","2380.0","4760.0","-1.0","2080.0","2895.0","-1.0","-1.0"
"116","2009","7","Maharashtra","Yeotmal","-1.0","917.0","1196.0","834.0","1030.0","870.0","-1.0","-1.0","2116.0","4083.0","2403.0","5398.0","-1.0","2100.0","2890.0","-1.0","-1.0"
"116","2010","7","Maharashtra","Yeotmal","-1.0","889.0","1327.0","839.0","1089.0","880.0","-1.0","-1.0","1936.0","3816.0","2958.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"116","2011","7","Maharashtra","Yeotmal","-1.0","896.0","1185.0","1030.0","1254.0","867.0","-1.0","-1.0","2328.0","2968.0","3288.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"116","2012","7","Maharashtra","Yeotmal","-1.0","894.0","1324.0","1105.0","1572.0","1207.0","-1.0","-1.0","3413.0","3474.0","4156.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"116","2013","7","Maharashtra","Yeotmal","-1.0","912.0","1500.0","1288.0","1786.0","1116.0","-1.0","-1.0","2782.0","4043.0","3741.0","13015.0","-1.0","2633.0","4072.0","-1.0","-1.0"
"116","2014","7","Maharashtra","Yeotmal","-1.0","-1.0","1269.0","893.0","1137.0","1261.0","-1.0","-1.0","2360.0","4589.0","2915.0","5574.0","-1.0","2590.0","-1.0","-1.0","-1.0"
"116","2015","7","Maharashtra","Yeotmal","-1.0","-1.0","1520.0","1184.0","1582.0","-1.0","-1.0","-1.0","4027.0","7843.0","5093.0","-1.0","-1.0","3134.0","-1.0","-1.0","-1.0"
"116","2016","7","Maharashtra","Yeotmal","-1.0","-1.0","1714.0","1584.0","1818.0","1317.0","-1.0","-1.0","5221.0","4476.0","3514.0","6373.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"117","2007","7","Maharashtra","Wardha","-1.0","530.0","852.0","597.0","-1.0","594.0","-1.0","-1.0","1415.0","2128.0","1405.0","1683.0","-1.0","-1.0","1233.0","-1.0","-1.0"
"117","2008","7","Maharashtra","Wardha","-1.0","900.0","1007.0","702.0","-1.0","733.0","-1.0","-1.0","1949.0","2724.0","1925.0","5250.0","-1.0","2021.0","3353.0","-1.0","-1.0"
"117","2009","7","Maharashtra","Wardha","-1.0","1020.0","1183.0","791.0","-1.0","823.0","-1.0","-1.0","1982.0","3969.0","2252.0","4998.0","-1.0","2037.0","3150.0","-1.0","-1.0"
"117","2010","7","Maharashtra","Wardha","-1.0","-1.0","1234.0","795.0","-1.0","-1.0","-1.0","-1.0","1919.0","3916.0","2776.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"117","2011","7","Maharashtra","Wardha","-1.0","-1.0","1102.0","961.0","-1.0","-1.0","-1.0","-1.0","2355.0","3110.0","3018.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"117","2012","7","Maharashtra","Wardha","-1.0","-1.0","1263.0","1104.0","-1.0","-1.0","-1.0","-1.0","3522.0","3428.0","4037.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"117","2013","7","Maharashtra","Wardha","-1.0","-1.0","1534.0","1135.0","-1.0","1166.0","-1.0","-1.0","2786.0","4090.0","3486.0","-1.0","-1.0","-1.0","4468.0","-1.0","-1.0"
"117","2014","7","Maharashtra","Wardha","-1.0","-1.0","1440.0","1390.0","-1.0","1134.0","-1.0","-1.0","2521.0","4697.0","2413.0","-1.0","-1.0","-1.0","4152.0","-1.0","-1.0"
"117","2015","7","Maharashtra","Wardha","-1.0","-1.0","1515.0","1359.0","-1.0","-1.0","-1.0","-1.0","3999.0","7689.0","4585.0","-1.0","-1.0","-1.0","5300.0","-1.0","-1.0"
"117","2016","7","Maharashtra","Wardha","-1.0","-1.0","1687.0","1420.0","-1.0","1301.0","-1.0","-1.0","5284.0","4326.0","3411.0","-1.0","3234.0","-1.0","9000.0","-1.0","-1.0"
"118","2007","7","Maharashtra","Nagpur","-1.0","703.0","809.0","666.0","-1.0","480.0","-1.0","-1.0","1458.0","1924.0","1401.0","1622.0","-1.0","1371.0","1241.0","-1.0","-1.0"
"118","2008","7","Maharashtra","Nagpur","-1.0","920.0","1080.0","736.0","-1.0","767.0","-1.0","-1.0","2013.0","2660.0","2123.0","5300.0","-1.0","2200.0","3393.0","-1.0","-1.0"
"118","2009","7","Maharashtra","Nagpur","-1.0","1023.0","1154.0","879.0","-1.0","920.0","-1.0","-1.0","2000.0","3727.0","2318.0","5000.0","-1.0","2225.0","3280.0","-1.0","-1.0"
"118","2010","7","Maharashtra","Nagpur","-1.0","1091.0","1257.0","854.0","-1.0","711.0","-1.0","-1.0","1937.0","3753.0","2909.0","-1.0","-1.0","2700.0","-1.0","-1.0","-1.0"
"118","2011","7","Maharashtra","Nagpur","-1.0","1390.0","1206.0","915.0","-1.0","1001.0","-1.0","-1.0","2501.0","2791.0","3171.0","-1.0","-1.0","3250.0","-1.0","-1.0","-1.0"
"118","2012","7","Maharashtra","Nagpur","-1.0","1560.0","1351.0","1245.0","-1.0","1095.0","-1.0","-1.0","3683.0","3252.0","4037.0","-1.0","-1.0","2854.0","-1.0","-1.0","-1.0"
"118","2013","7","Maharashtra","Nagpur","-1.0","2114.0","1594.0","1542.0","-1.0","1056.0","-1.0","-1.0","2642.0","3836.0","3184.0","10086.0","-1.0","2778.0","3822.0","-1.0","-1.0"
"118","2014","7","Maharashtra","Nagpur","-1.0","1984.0","1627.0","1428.0","-1.0","1044.0","-1.0","-1.0","2614.0","4546.0","2413.0","-1.0","2687.0","2658.0","4478.0","-1.0","-1.0"
"118","2015","7","Maharashtra","Nagpur","-1.0","1893.0","1747.0","1344.0","-1.0","1295.0","-1.0","-1.0","4152.0","7202.0","4585.0","6940.0","3048.0","2760.0","4632.0","-1.0","-1.0"
"118","2016","7","Maharashtra","Nagpur","-1.0","2017.0","1925.0","1733.0","-1.0","1301.0","-1.0","-1.0","5757.0","4160.0","3876.0","8405.0","3234.0","3161.0","5045.0","-1.0","-1.0"
"119","2007","7","Maharashtra","Bhandara","-1.0","700.0","812.0","-1.0","-1.0","452.0","-1.0","-1.0","1630.0","1817.0","1365.0","1858.0","-1.0","-1.0","1224.0","-1.0","-1.0"
"119","2008","7","Maharashtra","Bhandara","-1.0","1139.0","1002.0","890.0","-1.0","870.0","-1.0","-1.0","2075.0","2609.0","2310.0","4700.0","-1.0","-1.0","2814.0","-1.0","-1.0"
"119","2009","7","Maharashtra","Bhandara","-1.0","1310.0","1150.0","957.0","-1.0","1000.0","-1.0","-1.0","2022.0","3778.0","2214.0","5500.0","-1.0","-1.0","3010.0","-1.0","-1.0"
"119","2010","7","Maharashtra","Bhandara","-1.0","1063.0","1173.0","-1.0","-1.0","-1.0","-1.0","-1.0","1952.0","3575.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"119","2011","7","Maharashtra","Bhandara","-1.0","1156.0","1096.0","-1.0","-1.0","-1.0","-1.0","-1.0","2441.0","2779.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"119","2012","7","Maharashtra","Bhandara","-1.0","1403.0","1274.0","-1.0","-1.0","-1.0","-1.0","-1.0","3829.0","2952.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"119","2013","7","Maharashtra","Bhandara","-1.0","1921.0","1498.0","-1.0","-1.0","-1.0","-1.0","-1.0","2774.0","3797.0","-1.0","10086.0","-1.0","2589.0","4057.0","-1.0","-1.0"
"119","2014","7","Maharashtra","Bhandara","-1.0","1944.0","1418.0","-1.0","-1.0","1134.0","-1.0","-1.0","2567.0","3967.0","-1.0","-1.0","3100.0","2658.0","3854.0","-1.0","-1.0"
"119","2015","7","Maharashtra","Bhandara","-1.0","1682.0","1501.0","-1.0","-1.0","-1.0","-1.0","-1.0","4300.0","6697.0","-1.0","5496.0","2618.0","3280.0","4333.0","-1.0","-1.0"
"119","2016","7","Maharashtra","Bhandara","-1.0","1770.0","1626.0","-1.0","-1.0","1301.0","-1.0","-1.0","5724.0","3787.0","-1.0","8405.0","2835.0","-1.0","4642.0","-1.0","-1.0"
"120","2007","7","Maharashtra","Chandrapur","-1.0","720.0","710.0","604.0","-1.0","-1.0","-1.0","-1.0","1411.0","1718.0","1359.0","2199.0","-1.0","1266.0","1247.0","-1.0","-1.0"
"120","2008","7","Maharashtra","Chandrapur","-1.0","1178.0","987.0","832.0","-1.0","-1.0","-1.0","-1.0","2025.0","2657.0","1709.0","5010.0","-1.0","2103.0","3175.0","-1.0","-1.0"
"120","2009","7","Maharashtra","Chandrapur","-1.0","1569.0","1238.0","854.0","-1.0","892.0","-1.0","-1.0","2050.0","3560.0","1794.0","5025.0","-1.0","2200.0","3375.0","-1.0","-1.0"
"120","2010","7","Maharashtra","Chandrapur","-1.0","1035.0","1133.0","932.0","-1.0","-1.0","-1.0","-1.0","1845.0","3816.0","-1.0","-1.0","-1.0","2700.0","-1.0","-1.0","-1.0"
"120","2011","7","Maharashtra","Chandrapur","-1.0","1341.0","1067.0","1000.0","-1.0","-1.0","-1.0","-1.0","2148.0","2828.0","-1.0","-1.0","-1.0","3250.0","-1.0","-1.0","-1.0"
"120","2012","7","Maharashtra","Chandrapur","-1.0","1403.0","1100.0","1050.0","-1.0","-1.0","-1.0","-1.0","3419.0","3279.0","-1.0","-1.0","-1.0","2854.0","-1.0","-1.0","-1.0"
"120","2013","7","Maharashtra","Chandrapur","-1.0","2050.0","1633.0","1347.0","-1.0","-1.0","-1.0","-1.0","2813.0","3900.0","3133.0","10086.0","-1.0","-1.0","4057.0","-1.0","-1.0"
