"Dist Code","Year","State Code","State Name","Dist Name","RICE HARVEST PRICE (Rs per Quintal)","PADDY HARVEST PRICE (Rs per Quintal)","WHEAT HARVEST PRICE (Rs per Quintal)","SORGHUM HARVEST PRICE (Rs per Quintal)","PEARL MILLET HARVEST PRICE (Rs per Quintal)","MAIZE HARVEST PRICE (Rs per Quintal)","FINGER MILLET HARVEST PRICE (Rs per Quintal)","BARLEY HARVEST PRICE (Rs per Quintal)","CHICKPEA HARVEST PRICE (Rs per Quintal)","PIGEONPEA HARVEST PRICE (Rs per Quintal)","GROUNDNUT HARVEST PRICE (Rs per Quintal)","SEASMUM HARVEST PRICE (Rs per Quintal)","RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal)","CASTOR HARVEST PRICE (Rs per Quintal)","LINSEED HARVEST PRICE (Rs per Quintal)","SUGARCANE GUR HARVEST PRICE (Rs per Quintal)","COTTON KAPAS HARVEST PRICE (Rs per Quintal)"
"98","2012","7","Maharashtra","Ratnagiri","-1.0","1685.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2013","7","Maharashtra","Ratnagiri","-1.0","1294.0","-1.0","-1.0","-1.0","-1.0","1857.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2014","7","Maharashtra","Ratnagiri","-1.0","1502.0","-1.0","-1.0","-1.0","1423.0","2139.0","-1.0","-1.0","3565.0","3913.0","-1.0","3348.0","-1.0","-1.0","-1.0","-1.0"
"98","2015","7","Maharashtra","Ratnagiri","-1.0","1503.0","-1.0","-1.0","-1.0","-1.0","2091.0","-1.0","-1.0","7010.0","3957.0","9671.0","4000.0","-1.0","-1.0","-1.0","-1.0"
"98","2016","7","Maharashtra","Ratnagiri","-1.0","1506.0","-1.0","-1.0","-1.0","-1.0","2011.0","-1.0","-1.0","3617.0","3867.0","9315.0","4150.0","-1.0","-1.0","-1.0","-1.0"
"99","2007","7","Maharashtra","Nasik","-1.0","450.0","812.0","716.0","590.0","548.0","604.0","-1.0","1418.0","2062.0","1362.0","2108.0","-1.0","1331.0","-1.0","-1.0","-1.0"
"99","2008","7","Maharashtra","Nasik","-1.0","820.0","1136.0","803.0","806.0","-1.0","831.0","-1.0","1923.0","2357.0","2017.0","4010.0","-1.0","2041.0","-1.0","-1.0","-1.0"
"99","2009","7","Maharashtra","Nasik","-1.0","903.0","1275.0","910.0","846.0","808.0","935.0","-1.0","1939.0","3350.0","2189.0","5480.0","-1.0","2185.0","-1.0","-1.0","-1.0"
"99","2010","7","Maharashtra","Nasik","-1.0","1347.0","1330.0","1110.0","946.0","913.0","-1.0","-1.0","2060.0","3158.0","3089.0","-1.0","-1.0","2701.0","-1.0","-1.0","-1.0"
"99","2011","7","Maharashtra","Nasik","-1.0","1245.0","1215.0","1485.0","1052.0","1069.0","-1.0","-1.0","2601.0","2612.0","3078.0","-1.0","-1.0","3837.0","-1.0","-1.0","-1.0"
"99","2012","7","Maharashtra","Nasik","-1.0","1513.0","1403.0","1319.0","1263.0","1224.0","-1.0","-1.0","3784.0","2827.0","4102.0","-1.0","-1.0","2970.0","-1.0","-1.0","-1.0"
"99","2013","7","Maharashtra","Nasik","-1.0","1757.0","1715.0","1364.0","1458.0","1317.0","1367.0","-1.0","3155.0","3593.0","3555.0","11660.0","-1.0","2896.0","-1.0","-1.0","-1.0"
"99","2014","7","Maharashtra","Nasik","-1.0","1990.0","1574.0","1969.0","1416.0","1220.0","2139.0","-1.0","2711.0","3797.0","3617.0","7087.0","3884.0","3137.0","-1.0","-1.0","-1.0"
"99","2015","7","Maharashtra","Nasik","-1.0","1859.0","1596.0","1565.0","1452.0","1383.0","1678.0","-1.0","4173.0","7809.0","4731.0","6000.0","4000.0","3160.0","-1.0","-1.0","-1.0"
"99","2016","7","Maharashtra","Nasik","-1.0","1294.0","1709.0","1729.0","1413.0","1342.0","2011.0","-1.0","5737.0","3617.0","3718.0","6601.0","4150.0","3700.0","-1.0","-1.0","-1.0"
"100","2007","7","Maharashtra","Dhule","-1.0","665.0","760.0","608.0","600.0","578.0","641.0","-1.0","1427.0","1656.0","1322.0","2230.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"100","2008","7","Maharashtra","Dhule","-1.0","656.0","1021.0","839.0","800.0","731.0","858.0","-1.0","1892.0","2368.0","1947.0","4148.0","-1.0","1970.0","-1.0","-1.0","-1.0"
"100","2009","7","Maharashtra","Dhule","-1.0","892.0","1139.0","925.0","833.0","791.0","910.0","-1.0","1921.0","3398.0","2076.0","5343.0","-1.0","2097.0","-1.0","-1.0","-1.0"
"100","2010","7","Maharashtra","Dhule","-1.0","963.0","1295.0","1091.0","948.0","874.0","-1.0","-1.0","2157.0","3291.0","3029.0","-1.0","-1.0","2570.0","-1.0","-1.0","-1.0"
"100","2011","7","Maharashtra","Dhule","-1.0","1245.0","1210.0","1839.0","1036.0","1028.0","-1.0","-1.0","2792.0","2869.0","3561.0","-1.0","-1.0","2785.0","-1.0","-1.0","-1.0"
"100","2012","7","Maharashtra","Dhule","-1.0","1085.0","1381.0","1567.0","1165.0","1174.0","-1.0","-1.0","4194.0","2948.0","4481.0","-1.0","-1.0","2863.0","-1.0","-1.0","-1.0"
"100","2013","7","Maharashtra","Dhule","-1.0","1680.0","1701.0","1429.0","1343.0","1194.0","1367.0","-1.0","3418.0","3584.0","3714.0","10893.0","-1.0","2926.0","-1.0","-1.0","-1.0"
"100","2014","7","Maharashtra","Dhule","-1.0","1605.0","1531.0","1651.0","1306.0","1170.0","2139.0","-1.0","2984.0","4023.0","4227.0","9634.0","-1.0","3089.0","-1.0","-1.0","-1.0"
"100","2015","7","Maharashtra","Dhule","-1.0","1380.0","1580.0","1475.0","1330.0","1297.0","1678.0","-1.0","4291.0","6765.0","4729.0","5968.0","-1.0","3138.0","-1.0","-1.0","-1.0"
"100","2016","7","Maharashtra","Dhule","-1.0","1294.0","1706.0","1634.0","1291.0","1283.0","2011.0","-1.0","6542.0","3597.0","4194.0","5010.0","-1.0","3465.0","-1.0","-1.0","-1.0"
"101","2007","7","Maharashtra","Jalgaon","-1.0","775.0","778.0","613.0","635.0","536.0","-1.0","-1.0","1515.0","1741.0","1326.0","2123.0","-1.0","1061.0","-1.0","-1.0","-1.0"
"101","2008","7","Maharashtra","Jalgaon","-1.0","650.0","1094.0","891.0","800.0","712.0","-1.0","-1.0","2205.0","2487.0","1984.0","4073.0","-1.0","1860.0","-1.0","-1.0","-1.0"
"101","2009","7","Maharashtra","Jalgaon","-1.0","825.0","1191.0","849.0","869.0","785.0","-1.0","-1.0","2117.0","3354.0","2183.0","4679.0","-1.0","2040.0","-1.0","-1.0","-1.0"
"101","2010","7","Maharashtra","Jalgaon","-1.0","1023.0","1308.0","981.0","968.0","856.0","-1.0","-1.0","2177.0","3343.0","2808.0","-1.0","-1.0","2633.0","-1.0","-1.0","-1.0"
"101","2011","7","Maharashtra","Jalgaon","-1.0","1000.0","1204.0","1542.0","1050.0","986.0","-1.0","-1.0","2696.0","2930.0","3103.0","-1.0","-1.0","3825.0","-1.0","-1.0","-1.0"
"101","2012","7","Maharashtra","Jalgaon","-1.0","881.0","1355.0","1386.0","1177.0","1138.0","-1.0","-1.0","3848.0","2827.0","4306.0","-1.0","-1.0","3049.0","-1.0","-1.0","-1.0"
"101","2013","7","Maharashtra","Jalgaon","-1.0","-1.0","1600.0","1293.0","1402.0","1234.0","-1.0","-1.0","3010.0","3463.0","4059.0","9050.0","-1.0","3002.0","-1.0","-1.0","-1.0"
"101","2014","7","Maharashtra","Jalgaon","-1.0","-1.0","1441.0","1388.0","1343.0","1163.0","-1.0","-1.0","2709.0","4102.0","3594.0","10052.0","3384.0","3189.0","-1.0","-1.0","-1.0"
"101","2015","7","Maharashtra","Jalgaon","-1.0","-1.0","1506.0","1379.0","1379.0","1320.0","-1.0","-1.0","4111.0","6886.0","4541.0","6366.0","4000.0","2525.0","-1.0","-1.0","-1.0"
"101","2016","7","Maharashtra","Jalgaon","-1.0","-1.0","1662.0","1562.0","1322.0","1278.0","-1.0","-1.0","5792.0","3744.0","4109.0","5324.0","4150.0","3444.0","-1.0","-1.0","-1.0"
"102","2007","7","Maharashtra","Ahmednagar","-1.0","615.0","868.0","692.0","602.0","550.0","561.0","-1.0","1661.0","1831.0","1418.0","1838.0","-1.0","1118.0","1368.0","-1.0","-1.0"
"102","2008","7","Maharashtra","Ahmednagar","-1.0","1045.0","1095.0","934.0","817.0","727.0","637.0","-1.0","1985.0","2596.0","1672.0","5225.0","-1.0","2144.0","2434.0","-1.0","-1.0"
"102","2009","7","Maharashtra","Ahmednagar","-1.0","1136.0","1194.0","950.0","870.0","797.0","703.0","-1.0","1990.0","3574.0","2100.0","6200.0","-1.0","2276.0","2685.0","-1.0","-1.0"
"102","2010","7","Maharashtra","Ahmednagar","-1.0","1273.0","1389.0","1009.0","943.0","878.0","-1.0","-1.0","2054.0","3436.0","2586.0","-1.0","-1.0","2600.0","-1.0","-1.0","-1.0"
"102","2011","7","Maharashtra","Ahmednagar","-1.0","1732.0","1286.0","2228.0","1073.0","1021.0","-1.0","-1.0","2551.0","2975.0","2752.0","-1.0","-1.0","3842.0","-1.0","-1.0","-1.0"
"102","2012","7","Maharashtra","Ahmednagar","-1.0","1001.0","1461.0","1890.0","1238.0","1193.0","-1.0","-1.0","3597.0","3267.0","3312.0","-1.0","-1.0","3046.0","-1.0","-1.0","-1.0"
"102","2013","7","Maharashtra","Ahmednagar","-1.0","1503.0","1795.0","1554.0","1409.0","1233.0","2001.0","-1.0","2979.0","3722.0","3275.0","6400.0","-1.0","3163.0","4309.0","-1.0","-1.0"
"102","2014","7","Maharashtra","Ahmednagar","-1.0","1600.0","1638.0","1794.0","1389.0","1172.0","2139.0","-1.0","2722.0","4358.0","2983.0","12100.0","3308.0","3405.0","4700.0","-1.0","-1.0"
"102","2015","7","Maharashtra","Ahmednagar","-1.0","1642.0","1718.0","1687.0","1460.0","1321.0","1678.0","-1.0","3970.0","7344.0","3265.0","7785.0","3510.0","3640.0","-1.0","-1.0","-1.0"
"102","2016","7","Maharashtra","Ahmednagar","-1.0","1620.0","1711.0","1885.0","1319.0","1285.0","3527.0","-1.0","5338.0","3740.0","3463.0","6300.0","4114.0","3888.0","-1.0","-1.0","-1.0"
"103","2007","7","Maharashtra","Pune","-1.0","400.0","837.0","695.0","690.0","572.0","679.0","-1.0","1632.0","1642.0","1363.0","1650.0","-1.0","1025.0","-1.0","-1.0","-1.0"
"103","2008","7","Maharashtra","Pune","-1.0","900.0","1089.0","943.0","850.0","830.0","742.0","-1.0","2021.0","2114.0","1800.0","4608.0","-1.0","1717.0","2013.0","-1.0","-1.0"
"103","2009","7","Maharashtra","Pune","-1.0","1059.0","1269.0","1082.0","866.0","862.0","745.0","-1.0","2032.0","3292.0","1933.0","5324.0","-1.0","2000.0","2023.0","-1.0","-1.0"
"103","2010","7","Maharashtra","Pune","-1.0","1127.0","1063.0","1312.0","1010.0","966.0","-1.0","-1.0","2157.0","2988.0","2025.0","-1.0","-1.0","2500.0","-1.0","-1.0","-1.0"
"103","2011","7","Maharashtra","Pune","-1.0","3062.0","1554.0","2448.0","1259.0","1104.0","-1.0","-1.0","2753.0","2868.0","2269.0","-1.0","-1.0","3200.0","-1.0","-1.0","-1.0"
"103","2012","7","Maharashtra","Pune","-1.0","2928.0","1701.0","2095.0","1411.0","1247.0","-1.0","-1.0","3998.0","2611.0","3236.0","-1.0","-1.0","2550.0","-1.0","-1.0","-1.0"
"103","2013","7","Maharashtra","Pune","-1.0","1500.0","2158.0","1836.0","1567.0","1295.0","2001.0","-1.0","3006.0","2980.0","2230.0","11540.0","-1.0","2673.0","-1.0","-1.0","-1.0"
"103","2014","7","Maharashtra","Pune","-1.0","1527.0","1944.0","2150.0","1642.0","1338.0","2139.0","-1.0","2917.0","3565.0","2744.0","10200.0","3492.0","3271.0","-1.0","-1.0","-1.0"
"103","2015","7","Maharashtra","Pune","-1.0","1642.0","1915.0","1960.0","1609.0","1449.0","1678.0","-1.0","4172.0","6636.0","4141.0","6806.0","4071.0","3100.0","-1.0","-1.0","-1.0"
"103","2016","7","Maharashtra","Pune","-1.0","1605.0","2022.0","2233.0","1567.0","1431.0","3527.0","-1.0","6112.0","3458.0","3704.0","6300.0","3800.0","3358.0","-1.0","-1.0","-1.0"
"104","2007","7","Maharashtra","Satara","-1.0","517.0","950.0","755.0","792.0","598.0","683.0","-1.0","1515.0","2022.0","1292.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"104","2008","7","Maharashtra","Satara","-1.0","738.0","1113.0","1014.0","900.0","895.0","737.0","-1.0","2023.0","2618.0","1484.0","4000.0","-1.0","-1.0","1988.0","-1.0","-1.0"
"104","2009","7","Maharashtra","Satara","-1.0","843.0","1252.0","1067.0","948.0","871.0","804.0","-1.0","1959.0","3308.0","1524.0","4250.0","-1.0","-1.0","2015.0","-1.0","-1.0"
"104","2010","7","Maharashtra","Satara","-1.0","994.0","1410.0","1365.0","961.0","925.0","-1.0","-1.0","2033.0","3242.0","1861.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"104","2011","7","Maharashtra","Satara","-1.0","1490.0","1352.0","2470.0","1166.0","1082.0","-1.0","-1.0","2497.0","2817.0","1935.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"104","2012","7","Maharashtra","Satara","-1.0","1435.0","1473.0","2055.0","1376.0","1266.0","-1.0","-1.0","3853.0","3071.0","2674.0","-1.0","-1.0","2983.0","-1.0","-1.0","-1.0"
"104","2013","7","Maharashtra","Satara","-1.0","1670.0","2113.0","1760.0","1535.0","1357.0","2001.0","-1.0","2930.0","3275.0","2856.0","11540.0","-1.0","2650.0","-1.0","-1.0","-1.0"
"104","2014","7","Maharashtra","Satara","-1.0","1516.0","1769.0","2015.0","1515.0","1322.0","2139.0","-1.0","2850.0","4689.0","2883.0","-1.0","3492.0","2885.0","-1.0","-1.0","-1.0"
"104","2015","7","Maharashtra","Satara","-1.0","1959.0","1745.0","2018.0","1578.0","1447.0","1678.0","-1.0","4135.0","7450.0","2944.0","7785.0","3704.0","3200.0","-1.0","-1.0","-1.0"
"104","2016","7","Maharashtra","Satara","-1.0","1875.0","1790.0","2070.0","164.0","1449.0","3527.0","-1.0","5797.0","3900.0","3000.0","5775.0","3800.0","3200.0","-1.0","-1.0","-1.0"
"105","2007","7","Maharashtra","Sangli","-1.0","542.0","1058.0","688.0","657.0","522.0","519.0","-1.0","1501.0","1961.0","1404.0","-1.0","-1.0","1031.0","-1.0","-1.0","-1.0"
"105","2008","7","Maharashtra","Sangli","-1.0","761.0","1135.0","896.0","872.0","841.0","688.0","-1.0","1990.0","2261.0","1600.0","4250.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"105","2009","7","Maharashtra","Sangli","-1.0","865.0","1216.0","1016.0","937.0","854.0","778.0","-1.0","2002.0","2936.0","1733.0","4621.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"105","2010","7","Maharashtra","Sangli","-1.0","928.0","1875.0","1316.0","1034.0","955.0","-1.0","-1.0","2059.0","3086.0","2979.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"105","2011","7","Maharashtra","Sangli","-1.0","2198.0","1871.0","2219.0","1221.0","1138.0","-1.0","-1.0","2664.0","2887.0","2450.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"105","2012","7","Maharashtra","Sangli","-1.0","2291.0","1898.0","2007.0","1295.0","1318.0","-1.0","-1.0","3941.0","3071.0","3000.0","-1.0","-1.0","2983.0","-1.0","-1.0","-1.0"
"105","2013","7","Maharashtra","Sangli","-1.0","1670.0","2077.0","1932.0","1331.0","1486.0","-1.0","-1.0","3029.0","3275.0","2755.0","-1.0","-1.0","2944.0","-1.0","-1.0","-1.0"
"105","2014","7","Maharashtra","Sangli","-1.0","1410.0","2237.0","2160.0","1566.0","1353.0","-1.0","-1.0","3166.0","4689.0","2883.0","-1.0","3492.0","2885.0","-1.0","-1.0","-1.0"
"105","2015","7","Maharashtra","Sangli","-1.0","2681.0","2625.0","2217.0","1666.0","1495.0","-1.0","-1.0","4297.0","7450.0","2862.0","-1.0","3704.0","3200.0","-1.0","-1.0","-1.0"
"105","2016","7","Maharashtra","Sangli","-1.0","1875.0","2377.0","2225.0","1709.0","1499.0","-1.0","-1.0","5749.0","6064.0","4700.0","5775.0","-1.0","3200.0","-1.0","-1.0","-1.0"
"106","2007","7","Maharashtra","Solapur","-1.0","573.0","828.0","602.0","659.0","518.0","-1.0","-1.0","1547.0","2039.0","1575.0","2191.0","-1.0","1066.0","1352.0","-1.0","-1.0"
"106","2008","7","Maharashtra","Solapur","-1.0","648.0","1119.0","952.0","800.0","773.0","-1.0","-1.0","1928.0","2588.0","1920.0","5500.0","-1.0","2033.0","2925.0","-1.0","-1.0"
"106","2009","7","Maharashtra","Solapur","-1.0","861.0","1183.0","1030.0","892.0","855.0","-1.0","-1.0","1889.0","3728.0","2260.0","5590.0","-1.0","2388.0","3015.0","-1.0","-1.0"
"106","2010","7","Maharashtra","Solapur","-1.0","916.0","1527.0","1320.0","911.0","917.0","-1.0","-1.0","1949.0","3697.0","2951.0","-1.0","-1.0","2208.0","-1.0","-1.0","-1.0"
"106","2011","7","Maharashtra","Solapur","-1.0","1822.0","1496.0","2531.0","1148.0","1109.0","-1.0","-1.0","2373.0","3296.0","3291.0","-1.0","-1.0","3661.0","-1.0","-1.0","-1.0"
"106","2012","7","Maharashtra","Solapur","-1.0","1782.0","1648.0","1961.0","1265.0","1259.0","-1.0","-1.0","3728.0","3526.0","4273.0","-1.0","-1.0","2934.0","-1.0","-1.0","-1.0"
"106","2013","7","Maharashtra","Solapur","-1.0","1081.0","1975.0","1648.0","1531.0","1253.0","-1.0","-1.0","2882.0","3870.0","4160.0","14967.0","-1.0","2779.0","4309.0","-1.0","-1.0"
"106","2014","7","Maharashtra","Solapur","-1.0","1453.0","1754.0","1884.0","1349.0","1230.0","-1.0","-1.0","2747.0","4689.0","3668.0","9863.0","3676.0","3363.0","4700.0","-1.0","-1.0"
"106","2015","7","Maharashtra","Solapur","-1.0","1532.0","1892.0","1944.0","1463.0","1429.0","-1.0","-1.0","4145.0","8049.0","4248.0","9200.0","3510.0","3333.0","4000.0","-1.0","-1.0"
"106","2016","7","Maharashtra","Solapur","-1.0","1728.0","1991.0","2050.0","1366.0","1362.0","-1.0","-1.0","5487.0","4769.0","3993.0","6300.0","-1.0","3358.0","5500.0","-1.0","-1.0"
"107","2007","7","Maharashtra","Kolhapur","-1.0","780.0","778.0","1010.0","616.0","599.0","557.0","-1.0","1670.0","2005.0","1308.0","-1.0","-1.0","1040.0","-1.0","-1.0","-1.0"
"107","2008","7","Maharashtra","Kolhapur","-1.0","813.0","1191.0","1036.0","-1.0","782.0","695.0","-1.0","2221.0","2180.0","1650.0","4023.0","-1.0","2080.0","-1.0","-1.0","-1.0"
"107","2009","7","Maharashtra","Kolhapur","-1.0","872.0","1324.0","1025.0","-1.0","845.0","732.0","-1.0","2341.0","2891.0","1679.0","4030.0","-1.0","2100.0","-1.0","-1.0","-1.0"
"107","2010","7","Maharashtra","Kolhapur","-1.0","1316.0","1836.0","1575.0","-1.0","946.0","-1.0","-1.0","2383.0","3086.0","2031.0","-1.0","-1.0","2208.0","-1.0","-1.0","-1.0"
"107","2011","7","Maharashtra","Kolhapur","-1.0","1508.0","2033.0","2973.0","-1.0","1107.0","-1.0","-1.0","3427.0","2887.0","1909.0","-1.0","-1.0","3375.0","-1.0","-1.0","-1.0"
"107","2012","7","Maharashtra","Kolhapur","-1.0","1868.0","2080.0","2529.0","1465.0","1134.0","-1.0","-1.0","4628.0","3071.0","2880.0","-1.0","-1.0","2983.0","-1.0","-1.0","-1.0"
"107","2013","7","Maharashtra","Kolhapur","-1.0","1670.0","2468.0","2268.0","1641.0","1469.0","2001.0","-1.0","3532.0","3275.0","2681.0","-1.0","-1.0","2895.0","-1.0","-1.0","-1.0"
"107","2014","7","Maharashtra","Kolhapur","-1.0","1621.0","2183.0","2460.0","1626.0","1423.0","2139.0","-1.0","3376.0","4689.0","2883.0","-1.0","3492.0","2885.0","-1.0","-1.0","-1.0"
"107","2015","7","Maharashtra","Kolhapur","-1.0","1846.0","2679.0","2761.0","1989.0","1666.0","1678.0","-1.0","6178.0","7450.0","2813.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
